"","self.time.r38824ae","self.time.rf09bcd7","self.time.r4ea4356","self.time.rab3e84e","self.time.r5c98a1f","self.pct.r38824ae","self.pct.rf09bcd7","self.pct.r4ea4356","self.pct.rab3e84e","self.pct.r5c98a1f","total.time.r38824ae","total.time.rf09bcd7","total.time.r4ea4356","total.time.rab3e84e","total.time.r5c98a1f","total.pct.r38824ae","total.pct.rf09bcd7","total.pct.r4ea4356","total.pct.rab3e84e","total.pct.r5c98a1f","mem.total.r38824ae","mem.total.rf09bcd7","mem.total.r4ea4356","mem.total.rab3e84e","mem.total.r5c98a1f","samples.r38824ae","samples.rf09bcd7","samples.r4ea4356","samples.rab3e84e","samples.r5c98a1f"
"""doTryCatch"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.338235294117647,0.416666666666667,0,0,0.00555555555555556,0.0741176470588235,0.0666666666666667,0,0,0,454.979411764706,652.266666666667,0,0,317.319444444444,100,100,0,0,11.1111111111111,92687.6529411765,114361.666666667,0,0,1213.25,17,6,12,12,18
"""tryCatch"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.220588235294118,0.308333333333333,0,0,0.00277777777777778,0.0476470588235294,0.0466666666666667,0,0,0,454.979411764706,652.266666666667,0,0,162.902777777778,100,100,0,0,5.55555555555556,92687.6529411765,114361.666666667,0,0,641.533333333333,17,6,12,12,18
"""tryCatchList"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.105882352941176,0.175,0,0,0.00277777777777778,0.0211764705882353,0.0266666666666667,0,0,0,454.979411764706,652.266666666667,0,0,173.65,100,100,0,0,5.55555555555556,92687.6529411765,114361.666666667,0,0,688.905555555556,17,6,12,12,18
"<expr>#986#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
"""tryCatchOne"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0852941176470588,0.0583333333333333,0,0,0,0.0176470588235294,0.0116666666666667,0,0,0,378.576470588235,532.65,0,0,0,82.3529411764706,83.3333333333333,0,0,0,77299.4176470588,93147.3333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1250#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.15,0,0,0,0,0.0305882352941176,0,0,0,0,366.388235294118,0,0,0,0,80.5188235294118,0,0,0,0,69049.0941176471,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1122#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_lognormal",140.014705882353,0,0,0,0,30.7729411764706,0,0,0,0,280.023529411765,0,0,0,0,61.5429411764706,0,0,0,0,53244.3764705882,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-e94b31e/R/selac.R#1454#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
""".Call"".ecoliHMMEVAL50_selac_UNREST_lognormal",72.95,115.358333333333,0,0,0,16.0329411764706,17.6883333333333,0,0,0,82.4058823529412,129.85,0,0,0,18.1111764705882,19.9133333333333,0,0,0,16030.6705882353,20867.4,0,0,0,17,6,12,12,18
"""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",2.00294117647059,2.84166666666667,0,0.1375,0,0.439411764705882,0.435,0,0.00333333333333333,0,81.8323529411765,127.075,0,0.1375,0,17.9852941176471,19.4866666666667,0,0.00333333333333333,0,16058.2470588235,20512.95,0,26.1,0,17,6,12,12,18
"""replCmat4"".ecoliHMMEVAL50_selac_UNREST_lognormal",81.6558823529412,85.95,0,0,0,17.9429411764706,13.175,0,0,0,85.3852941176471,89.65,0,0,0,18.76,13.745,0,0,0,15621.8647058824,10918.7833333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1225#""exp_A_tvec_codon"".ecoliHMMEVAL50_selac_UNREST_lognormal",44.7382352941176,0,0,0,0,9.83882352941176,0,0,0,0,86.0794117647059,0,0,0,0,18.93,0,0,0,0,22909.9823529412,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3591#""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.00588235294117647,0.0333333333333333,82.9166666666667,0,0,0.00117647058823529,0.005,2.76416666666667,0,0,0.208823529411765,2.2,82.9333333333333,0,0,0.0435294117647059,0.338333333333333,2.765,0,0,54.3352941176471,337.65,19945.95,0,0,17,6,12,12,18
"expm/R/expm_vec.R#95#""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,82.9083333333333,0,0,0,0,2.78083333333333,0,0,0,0,82.9291666666667,0,0,0,0,2.7825,0,0,0,0,20164.325,0,17,6,12,12,18
"""[<-"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0235294117647059,0.0333333333333333,0,0,0,0.00470588235294118,0.00666666666666667,0,0,0,35.5911764705882,59.2083333333333,0,0,0,7.72411764705882,9.155,0,0,0,6683.37058823529,7037.71666666667,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a6c393/R/selac.R#1127#""[<-"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0.0166666666666667,0,0,0,0,0.00333333333333333,0,0,0,0,30.3666666666667,0,0,0,0,4.60166666666667,0,0,0,0,3736.2,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1126#""[<-"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0264705882352941,0,0,0,0,0.00529411764705882,0,0,0,0,36.5352941176471,0,0,0,0,7.82823529411765,0,0,0,0,6645.8,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3576#""sum"".ecoliHMMEVAL50_selac_UNREST_lognormal",12.3705882352941,25.925,26.2458333333333,0,0,2.71823529411765,3.98166666666667,0.8725,0,0,12.3764705882353,25.9333333333333,26.25,0,0,2.72,3.98166666666667,0.873333333333333,0,0,2167.30588235294,3903.2,5807.71666666667,0,0,17,6,12,12,18
"expm/R/expm_vec.R#80#""sum"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,26.1125,0,0,0,0,0.875833333333333,0,0,0,0,26.1166666666667,0,0,0,0,0.875833333333333,0,0,0,0,5835.55,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3599#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,3.32916666666667,0,0,0,0,0.111666666666667,0,0,0,0,25.9458333333333,0,0,0,0,0.864166666666667,0,0,0,0,6222.4,0,0,17,6,12,12,18
"""new"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.138235294117647,0.0916666666666667,0,0,0,0.0294117647058824,0.0166666666666667,0,0,0,15.6,24.025,0,0,0,3.43235294117647,3.68166666666667,0,0,0,3038.27058823529,3694.95,0,0,0,17,6,12,12,18
"""initialize"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.576470588235294,0.775,0,0,0,0.127058823529412,0.116666666666667,0,0,0,16.4205882352941,23.7833333333333,0,0,0,3.60411764705882,3.645,0,0,0,3181.94705882353,3666.55,0,0,0,17,6,12,12,18
"""*"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.214705882352941,0.308333333333333,0,0,0,0.0458823529411765,0.0466666666666667,0,0,0,15,22.6416666666667,0,0,0,3.29352941176471,3.47,0,0,0,2920.45294117647,3347.71666666667,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3780#""as.vector"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.46764705882353,0,0,0,0,0.323529411764706,0,0,0,0,21.9882352941176,0,0,0,0,4.83764705882353,0,0,0,0,5691.32352941176,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-f09bcd7/R/selac.R#3597#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.58235294117647,3.09166666666667,0,0,0,0.348235294117647,0.475,0,0,0,10.8176470588235,21.9916666666667,0,0,0,2.37882352941176,3.36666666666667,0,0,0,2023.77647058824,3806.61666666667,0,0,0,17,6,12,12,18
"""callNextMethod"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.958823529411765,1.15833333333333,0,0,0,0.210588235294118,0.176666666666667,0,0,0,14.3647058823529,20.9583333333333,0,0,0,3.15235294117647,3.21,0,0,0,2758.01764705882,3307.6,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3592#""*"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0441176470588235,0.15,0,0,0,0.00882352941176471,0.02,0,0,0,7.26764705882353,19.1666666666667,0,0,0,1.58705882352941,2.94166666666667,0,0,0,1307.71764705882,2817.81666666667,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3576#""<GC>"".ecoliHMMEVAL50_selac_UNREST_lognormal",11.4441176470588,17.3083333333333,18.7125,0,0,2.51647058823529,2.65666666666667,0.624166666666667,0,0,11.4441176470588,17.3083333333333,18.7125,0,0,2.51647058823529,2.65666666666667,0.624166666666667,0,0,3953.67647058824,9815.8,4113.60833333333,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3577#""<GC>"".ecoliHMMEVAL50_selac_UNREST_lognormal",11.3,17.2583333333333,18.6708333333333,0,0,2.48588235294118,2.64666666666667,0.623333333333333,0,0,11.3,17.2583333333333,18.6708333333333,0,0,2.48588235294118,2.64666666666667,0.623333333333333,0,0,3829.76470588235,9866.1,4065.55,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3780#""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.108823529411765,0,0,0,0,0.0229411764705882,0,0,0,0,18.3205882352941,0,0,0,0,4.04352941176471,0,0,0,0,4752.68235294118,0,0,0,0,17,6,12,12,18
""".nextMethod"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.705882352941176,1.06666666666667,0,0,0,0.155294117647059,0.161666666666667,0,0,0,11.4382352941176,17.0416666666667,0,0,0,2.50764705882353,2.61166666666667,0,0,0,2220.76470588235,2753.63333333333,0,0,0,17,6,12,12,18
"""validObject"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.30588235294118,1.83333333333333,0,0,0,0.286470588235294,0.281666666666667,0,0,0,9.22352941176471,13.6333333333333,0,0,0,2.02176470588235,2.09166666666667,0,0,0,1803.29411764706,2174.03333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3632#""as.vector"".ecoliHMMEVAL50_selac_UNREST_lognormal",2.48823529411765,5.15833333333333,6.44583333333333,0,0,0.545882352941176,0.79,0.215833333333333,0,0,3.97941176470588,7.93333333333333,9.1,0,0,0.875882352941176,1.21333333333333,0.301666666666667,0,0,799.476470588235,1428.36666666667,2247.61666666667,0,0,17,6,12,12,18
"""as"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.529411764705882,0.791666666666667,0,0,0,0.117647058823529,0.12,0,0,0,5.65882352941177,8.01666666666667,0,0,0,1.24235294117647,1.22833333333333,0,0,0,1131.7,1458,0,0,0,17,6,12,12,18
""".classEnv"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.32647058823529,2.15,0,0,0,0.289411764705882,0.33,0,0,0,4.66176470588235,7.59166666666667,0,0,0,1.02235294117647,1.16666666666667,0,0,0,894.694117647059,1136.43333333333,0,0,0,17,6,12,12,18
"""getClassDef"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.77058823529412,3.05833333333333,0.116666666666667,0.05,0,0.391176470588235,0.47,0.00166666666666667,0.000833333333333333,0,4.48529411764706,7.225,0.3125,0.204166666666667,0,0.986470588235294,1.10833333333333,0.0108333333333333,0.0075,0,881.023529411765,1211.16666666667,75.425,45.1,0,17,6,12,12,18
"""rowSums"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0529411764705882,0.1,0,0,0,0.0105882352941176,0.0166666666666667,0,0,0,2.04705882352941,6.86666666666667,0,0,0,0.458235294117647,1.055,0,0,0,292.276470588235,972.8,0,0,0,17,6,12,12,18
"GrahamDB-selac-819329e/R/selac.R#3524#""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0411764705882353,0.0833333333333333,0,0,0,0.00823529411764706,0.0133333333333333,0,0,0,2.14705882352941,6.125,0,0,0,0.476470588235294,0.92,0,0,0,283.435294117647,894.7,0,0,0,17,6,12,12,18
"""as.vector"".ecoliHMMEVAL50_selac_UNREST_lognormal",3.95294117647059,6.06666666666667,0,0,0,0.868235294117647,0.926666666666667,0,0,0,3.96470588235294,6.09166666666667,0,0,0,0.870588235294118,0.93,0,0,0,754.476470588235,892.75,0,0,0,17,6,12,12,18
"""anyStrings"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.158823529411765,0.2,0,0,0,0.0329411764705882,0.03,0,0,0,3.87941176470588,6,0,0,0,0.851764705882353,0.921666666666667,0,0,0,788.717647058824,937.2,0,0,0,17,6,12,12,18
"""is"".ecoliHMMEVAL50_selac_UNREST_lognormal",2.09411764705882,2.875,0,0,0,0.457058823529412,0.441666666666667,0,0,0,4.01764705882353,5.94166666666667,0,0,0,0.882941176470588,0.911666666666667,0,0,0,768.058823529412,1029.55,0,0,0,17,6,12,12,18
"""callGeneric"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.391176470588235,0.583333333333333,0,0,0,0.0852941176470588,0.09,0,0,0,2.93823529411765,5.85,0,0,0,0.645882352941176,0.896666666666667,0,0,0,455.135294117647,979.366666666667,0,0,0,17,6,12,12,18
"""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0764705882352941,0.125,0.0333333333333333,0.0958333333333333,0,0.0152941176470588,0.02,0.000833333333333333,0.00333333333333333,0,2.81470588235294,5.05833333333333,0.3,0.520833333333333,0,0.614117647058824,0.776666666666667,0.01,0.0191666666666667,0,399.170588235294,758.633333333333,75.35,133.091666666667,0,17,6,12,12,18
"""validityMethod"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.211764705882353,0.308333333333333,0,0,0,0.0441176470588235,0.0466666666666667,0,0,0,3.69705882352941,5.69166666666667,0,0,0,0.812941176470588,0.871666666666667,0,0,0,749.323529411765,900.766666666667,0,0,0,17,6,12,12,18
"""getClass"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.885294117647059,1.525,0,0,0,0.195882352941176,0.23,0,0,0,3.04411764705882,5.01666666666667,0,0,0,0.671176470588235,0.766666666666667,0,0,0,604.341176470588,730.833333333333,0,0,0,17,6,12,12,18
"""<GC>"".ecoliHMMEVAL50_selac_UNREST_lognormal",3.89117647058824,4.93333333333333,3.57916666666667,3.60833333333333,0.694444444444444,0.853529411764706,0.756666666666667,0.12,0.1225,0.0227777777777778,3.89117647058824,4.93333333333333,3.57916666666667,3.60833333333333,0.694444444444444,0.853529411764706,0.756666666666667,0.12,0.1225,0.0227777777777778,1320.01764705882,2738.66666666667,887.791666666667,894.125,123.038888888889,17,6,12,12,18
""".requirePackage"".ecoliHMMEVAL50_selac_UNREST_lognormal",1.76764705882353,2.91666666666667,0,0,0,0.387058823529412,0.446666666666667,0,0,0,2.60588235294118,4.13333333333333,0,0,0,0.571764705882353,0.633333333333333,0,0,0,520.164705882353,548.233333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3782#""sum"".ecoliHMMEVAL50_selac_UNREST_lognormal",3.92941176470588,0,0,0,0,0.861764705882353,0,0,0,0,3.92941176470588,0,0,0,0,0.861764705882353,0,0,0,0,974.7,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3809#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.505882352941176,0,0,0,0,0.11,0,0,0,0,3.32941176470588,0,0,0,0,0.731764705882353,0,0,0,0,874.194117647059,0,0,0,0,17,6,12,12,18
""".local"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0176470588235294,0.0166666666666667,0,0,0,0.00352941176470588,0.00333333333333333,0,0,0,1.44705882352941,1.04166666666667,0,0,0,0.31,0.16,0,0,0,233.488235294118,195.45,0,0,0,17,6,12,12,18
